student_id,study_hours,attendance_pct,previous_gpa,sleep_hours,extracurricular,tutoring_sessions,grade
2818,10.97,76.0,2.89,7.03,Yes,5,B
2819,4.27,50.0,2.62,5.27,No,1,C
2820,5.44,100.0,3.43,6.64,Yes,3,B
2821,5.32,63.9,2.07,5.06,No,2,C
2822,3.86,60.2,1.04,5.46,No,1,F
2823,2.12,40.0,1.49,4.56,No,3,F
2824,2.23,62.1,2.5,5.89,No,3,C
2825,4.37,48.5,2.04,8.51,Yes,2,F
2826,7.11,80.5,3.44,8.46,Yes,3,B
2827,2.07,77.9,3.23,9.5,No,2,C
2828,11.55,92.3,4.0,7.62,Yes,6,A
2829,6.56,75.0,2.28,6.17,No,3,C
2830,6.06,75.7,3.1,7.67,No,4,B
2831,6.34,89.2,2.76,4.35,No,3,B
2832,8.47,82.2,4.0,9.0,Yes,3,B
2833,6.46,83.0,3.4,5.29,Yes,4,B
2834,1.5,60.6,2.22,5.46,Yes,2,C
2835,9.2,83.3,4.0,7.83,Yes,4,B
2836,10.08,90.7,2.91,6.82,Yes,4,B
2837,14.0,98.0,3.56,7.28,Yes,4,B
2838,9.03,79.6,2.91,7.02,Yes,5,B
2839,6.11,87.0,3.34,6.04,Yes,3,B
2840,2.49,47.3,2.47,7.65,No,0,F
2841,4.94,67.9,2.74,3.81,No,3,C
2842,3.61,40.0,1.48,4.91,No,1,F
2843,9.44,71.5,3.52,6.97,No,3,B
2844,11.13,56.8,1.81,6.29,Yes,4,C
2845,3.61,78.9,2.18,6.25,No,3,C
2846,5.28,86.0,2.86,8.68,Yes,3,C
2847,8.04,58.5,2.81,8.26,No,5,C
2848,11.41,92.7,3.04,6.76,Yes,6,A
2849,8.08,71.4,2.91,8.38,No,4,B
2850,13.94,98.5,3.6,6.32,Yes,8,A
2851,4.63,83.5,2.33,7.88,No,3,C
2852,4.73,65.6,,5.57,Yes,2,C
2853,9.28,100.0,3.65,6.32,Yes,8,A
2854,9.79,85.1,3.84,7.74,Yes,5,A
2855,2.29,62.5,2.51,4.83,No,1,F
2856,6.83,72.5,2.62,7.33,No,3,C
2857,6.62,93.0,2.39,6.95,Yes,5,B
2858,2.72,56.5,1.04,4.16,No,2,F
2859,1.92,62.9,1.84,3.0,No,2,F
2860,9.44,90.4,3.72,7.09,Yes,6,B
2861,3.74,63.9,2.86,5.91,Yes,2,C
2862,11.24,98.0,3.97,7.74,Yes,4,A
2863,8.92,78.7,2.78,7.37,Yes,4,B
2864,3.95,60.4,2.43,5.13,No,3,C
2865,8.6,68.9,2.64,6.47,No,3,C
2866,8.26,80.0,3.45,7.6,No,4,B
2867,10.61,74.2,2.1,,No,6,C
2868,4.49,74.2,2.4,6.56,No,3,C
2869,11.13,92.5,3.52,7.52,No,6,A
2870,2.36,43.7,1.27,6.2,No,0,F
2871,5.05,86.4,3.19,5.03,No,2,C
2872,5.1,61.0,2.51,4.54,No,4,C
2873,5.7,55.3,2.41,6.55,Yes,3,F
2874,5.04,95.0,3.4,8.24,No,1,C
2875,3.07,59.2,2.36,6.38,Yes,3,F
2876,4.57,51.4,2.34,7.3,No,1,C
2877,10.78,85.3,2.84,5.97,No,7,B
2878,11.7,90.5,2.8,7.85,No,4,B
2879,8.71,70.8,2.24,8.69,No,4,C
2880,10.46,74.9,3.14,6.2,Yes,5,B
2881,10.9,85.2,3.59,6.66,Yes,5,A
2882,4.75,45.2,2.11,3.94,No,1,F
2883,7.65,72.7,2.92,7.78,Yes,4,C
2884,3.38,58.3,1.55,6.02,No,1,F
2885,3.82,85.4,2.38,5.88,No,5,C
2886,1.0,41.5,1.0,6.42,No,2,F
2887,8.6,81.9,2.56,8.15,Yes,5,B
2888,9.25,64.4,2.7,5.18,Yes,4,B
2889,3.73,68.5,2.82,6.88,No,3,B
2890,9.89,80.7,3.42,5.07,Yes,3,B
2891,3.82,67.4,2.4,9.38,No,2,C
2892,3.52,56.1,1.0,4.14,No,0,F
2893,6.83,90.2,2.63,6.44,Yes,3,B
2894,8.54,70.6,2.66,5.52,No,2,C
2895,7.66,84.0,2.84,6.35,Yes,2,B
2896,5.94,72.9,3.89,8.56,Yes,3,B
2897,4.61,70.8,2.63,7.25,No,2,C
2898,4.17,79.4,2.5,4.57,No,1,F
2899,1.0,75.9,1.68,3.0,Yes,1,F
2900,6.15,70.4,2.05,5.34,No,3,C
2901,5.98,60.1,2.36,7.16,No,3,C
2902,9.06,69.4,2.98,6.61,Yes,6,B
2903,2.26,67.1,1.69,6.77,No,2,F
2904,4.43,67.1,2.66,4.06,No,2,F
2905,6.72,85.3,3.0,7.15,Yes,4,B
2906,13.09,92.3,3.99,8.12,No,7,A
2907,2.57,71.9,,6.3,No,2,C
2908,7.54,91.5,3.54,8.48,Yes,4,A
2909,3.85,78.4,1.91,5.38,No,2,C
2910,2.68,62.5,2.72,4.38,No,2,F
2911,3.62,48.0,1.61,8.37,No,1,F
2912,1.15,61.9,,5.29,Yes,1,F
2913,4.37,57.5,1.37,6.93,No,2,F
2914,13.2,88.3,3.89,9.16,Yes,7,A
2915,9.25,75.4,2.66,5.55,Yes,5,B
2916,6.9,83.5,1.97,7.71,No,4,C
2917,2.68,68.5,2.22,5.26,No,3,F
2918,2.06,56.1,1.24,7.12,No,1,F
2919,8.07,88.8,3.86,6.76,Yes,3,B
2920,8.42,94.7,3.49,9.89,Yes,4,B
2921,3.28,60.9,,4.85,Yes,1,C
2922,5.91,69.8,1.97,,No,3,C
2923,4.77,66.3,1.75,4.17,Yes,2,F
2924,5.87,85.2,3.06,7.83,Yes,2,B
2925,4.38,50.9,1.92,5.19,No,3,C
2926,5.58,80.2,2.7,5.64,No,3,C
2927,7.94,71.0,3.71,6.05,Yes,4,B
2928,7.37,58.3,,5.82,No,4,C
2929,13.83,88.3,3.73,6.59,Yes,8,A
2930,7.76,71.0,2.5,9.48,No,3,C
2931,5.89,65.2,,4.91,No,4,C
2932,12.66,92.2,4.0,7.27,Yes,8,A
2933,4.56,69.4,1.77,,No,2,C
2934,5.65,75.4,2.56,8.31,No,4,C
2935,9.51,93.8,3.86,8.45,Yes,7,A
2936,10.78,97.4,3.58,5.0,Yes,5,A
2937,5.12,56.5,3.31,3.85,No,3,C
2938,5.51,64.5,2.63,6.15,No,1,C
2939,8.14,70.4,,5.94,Yes,4,B
2940,1.51,57.1,1.89,4.46,No,1,F
2941,10.26,82.7,3.06,6.55,Yes,5,B
2942,5.6,61.6,1.68,6.27,No,2,C
2943,9.06,97.0,3.28,6.28,Yes,4,B
2944,7.58,66.3,2.69,7.13,No,3,C
2945,2.42,50.8,2.31,5.52,No,2,F
2946,8.52,81.4,2.56,6.33,Yes,4,B
2947,6.79,90.6,3.67,8.25,Yes,4,A
2948,6.89,94.2,3.47,5.1,No,2,C
2949,6.69,40.0,2.65,9.0,Yes,4,F
2950,7.73,88.2,3.62,7.43,Yes,5,B
2951,9.68,67.0,3.18,7.09,Yes,6,B
2952,4.69,76.0,2.11,7.31,Yes,2,C
2953,3.17,72.4,2.51,6.21,No,4,C
2954,8.41,79.6,2.48,6.22,Yes,4,B
2955,13.79,90.6,3.75,,Yes,6,A
2956,12.0,63.1,2.16,4.43,No,5,C
2957,6.65,73.2,,7.8,No,4,C
2958,9.64,92.0,3.18,7.25,Yes,7,A
2959,6.32,61.1,1.8,,No,3,F
2960,3.96,74.0,2.81,7.62,No,3,C
2961,12.75,89.3,2.85,4.39,No,6,B
2962,11.6,89.0,4.0,,Yes,8,A
2963,8.08,82.1,3.75,6.65,Yes,3,B
2964,7.46,75.6,3.6,4.58,Yes,5,B
2965,11.79,88.7,3.49,8.55,No,5,A
2966,10.66,61.8,2.74,7.04,Yes,6,B
2967,6.29,49.8,1.79,7.71,No,3,F
2968,1.0,67.0,2.11,7.12,Yes,0,F
2969,2.38,40.5,1.85,5.74,No,1,F
2970,9.5,91.1,3.96,7.91,Yes,7,A
2971,10.83,87.0,2.7,5.88,Yes,4,B
2972,4.88,79.1,2.96,8.31,Yes,3,B
2973,2.39,88.2,2.97,6.03,No,2,C
2974,8.66,88.4,3.4,5.53,No,3,B
2975,1.68,55.8,2.8,5.64,Yes,3,C
2976,8.1,89.2,2.93,6.77,No,4,B
2977,5.2,70.6,2.95,6.73,Yes,2,B
2978,9.07,96.5,3.23,7.48,Yes,5,A
2979,4.0,83.8,2.88,6.79,Yes,3,B
2980,11.85,86.9,2.63,6.29,Yes,6,B
2981,4.11,63.7,1.96,4.66,Yes,1,F
2982,5.77,86.5,2.82,6.11,Yes,3,B
2983,6.67,80.2,2.49,4.14,No,3,C
2984,7.35,100.0,3.66,5.97,Yes,3,B
2985,6.19,75.5,2.73,6.91,No,4,C
2986,5.23,63.7,2.92,5.68,No,4,C
2987,4.63,67.5,2.09,5.4,Yes,2,C
2988,2.98,57.5,2.09,7.69,Yes,3,F
2989,6.11,45.5,2.05,4.94,No,2,C
2990,3.38,60.2,1.17,5.38,No,1,F
2991,11.25,86.6,3.53,6.66,Yes,4,A
2992,10.9,86.7,3.15,6.95,Yes,4,B
2993,9.09,82.4,2.42,8.5,Yes,5,B
2994,5.42,84.0,2.36,5.57,No,4,C
2995,5.84,82.0,2.26,7.57,No,2,C
2996,7.16,100.0,2.24,7.12,No,2,B
2997,8.53,93.6,3.03,7.22,No,5,B
2998,8.69,86.2,2.83,4.55,Yes,4,B
2999,4.35,40.8,,,No,2,F
3000,12.29,91.3,3.33,8.09,Yes,5,A
3001,7.45,80.7,3.43,7.41,Yes,2,B
3002,7.11,88.3,2.8,8.62,No,4,B
3003,2.36,54.6,1.48,4.31,No,1,F
3004,4.84,57.5,2.94,6.44,No,3,C
3005,7.51,78.7,2.46,6.86,Yes,5,B
3006,9.9,67.3,2.66,6.9,No,5,C
3007,3.4,45.6,2.09,7.5,Yes,0,F
3008,8.28,89.7,3.98,6.08,No,4,B
3009,7.3,67.3,2.6,5.8,Yes,2,C
3010,4.56,63.4,2.42,7.87,No,1,C
3011,1.0,49.5,1.14,4.65,No,1,F
3012,12.42,92.9,3.42,9.85,No,6,A
3013,8.57,68.0,2.71,8.56,No,4,C
3014,4.84,64.7,3.05,5.88,Yes,4,B
3015,8.97,85.6,3.11,5.71,Yes,6,B
3016,4.7,86.8,2.49,7.99,No,4,C
3017,2.5,69.1,2.07,4.83,No,4,C
3018,4.05,72.5,1.66,7.13,No,2,C
3019,6.91,79.3,3.25,5.96,Yes,5,B
3020,2.18,80.0,2.42,5.77,No,0,F
3021,11.45,89.9,3.52,8.99,Yes,5,A
3022,1.0,53.5,2.79,3.93,No,0,F
3023,3.25,71.2,2.96,6.36,No,3,C
3024,8.62,72.3,3.22,7.18,Yes,3,B
3025,7.23,88.7,2.27,6.44,Yes,3,B
3026,9.87,90.1,3.45,4.54,Yes,4,B
3027,5.01,53.5,2.63,5.86,No,3,C
3028,7.7,75.5,3.5,5.55,No,5,C
3029,8.85,100.0,3.76,8.69,Yes,4,A
3030,4.86,56.0,2.17,8.75,Yes,2,C
3031,12.36,91.1,2.96,7.05,Yes,7,B
3032,11.72,91.0,3.03,8.95,Yes,5,A
3033,7.68,52.5,3.12,8.19,No,2,C
3034,6.27,46.4,2.32,7.59,No,1,C
3035,8.45,84.0,3.27,7.12,Yes,4,B
3036,8.23,92.8,4.0,6.62,Yes,5,A
3037,10.04,69.2,1.95,7.6,No,5,C
3038,7.96,77.3,2.29,7.38,Yes,5,B
3039,11.2,84.2,,6.83,Yes,6,A
3040,8.17,80.2,2.92,8.75,Yes,3,C
3041,10.33,52.5,2.42,8.09,No,5,C
3042,6.15,86.3,2.21,5.54,No,1,C
3043,7.86,91.0,3.1,4.76,Yes,4,B
3044,10.34,64.2,3.12,7.41,No,5,B
3045,11.95,73.9,2.49,4.9,Yes,8,B
3046,8.97,71.1,2.97,5.42,No,7,B
3047,5.15,83.5,3.04,5.85,No,4,C
3048,8.21,86.6,2.83,7.68,Yes,3,B
3049,10.64,79.3,2.56,6.82,Yes,6,B
3050,9.56,85.3,2.77,7.4,No,3,B
3051,6.71,75.4,3.34,7.56,Yes,3,B
3052,4.84,70.9,3.25,6.69,Yes,3,C
3053,10.95,88.2,3.24,9.2,No,5,A
3054,6.75,78.8,,6.48,Yes,3,B
3055,7.51,77.9,,4.05,No,6,C
3056,1.77,47.6,1.15,6.89,No,1,F
3057,9.2,74.2,2.54,5.16,Yes,7,B
3058,3.36,81.5,2.8,6.51,No,2,C
3059,10.35,95.0,3.5,8.99,Yes,7,A
3060,1.0,58.9,2.39,6.96,No,0,F
3061,4.46,75.5,2.72,6.8,No,2,C
3062,2.32,59.6,1.68,4.44,No,2,F
3063,9.16,82.0,1.53,5.61,No,4,C
3064,5.35,89.3,3.01,6.18,No,4,C
3065,8.51,78.6,2.9,7.92,Yes,4,B
3066,8.79,76.3,2.79,6.31,Yes,5,B
3067,8.66,76.7,1.91,8.86,No,4,C
3068,6.7,82.5,3.18,6.02,Yes,3,C
3069,5.79,74.9,1.94,,Yes,6,C
3070,9.14,71.5,3.25,7.5,Yes,4,B
3071,8.56,74.5,3.03,6.42,Yes,4,B
3072,10.34,95.0,3.43,7.08,No,6,A
3073,8.52,94.6,2.99,6.9,Yes,2,B
3074,7.79,64.4,2.09,5.12,No,4,C
3075,2.8,40.0,2.18,7.36,No,1,F
3076,9.21,87.6,3.46,7.69,Yes,5,B
3077,6.94,77.3,2.15,6.35,No,4,C
3078,3.87,63.8,,8.5,Yes,2,C
3079,5.4,67.8,2.66,3.91,No,2,C
3080,1.5,61.1,2.73,7.97,No,2,C
3081,1.51,77.6,2.54,6.22,Yes,0,C
3082,10.46,78.5,3.03,6.68,Yes,3,B
3083,5.83,73.8,2.95,7.02,No,3,C
3084,7.61,75.3,3.72,6.5,Yes,3,B
3085,8.82,58.8,2.52,9.11,Yes,3,C
3086,3.83,70.5,2.18,5.5,No,3,C
3087,5.6,65.7,2.6,8.42,Yes,3,C
3088,1.67,66.1,1.39,6.03,No,1,F
3089,4.12,73.7,1.33,6.33,No,3,C
3090,3.66,57.5,2.64,4.64,No,3,C
3091,13.66,96.7,3.83,8.54,Yes,7,A
3092,5.12,89.5,3.76,7.09,No,3,B
3093,7.36,64.6,2.15,6.4,Yes,4,C
3094,10.49,81.4,3.38,6.43,No,6,B
3095,3.16,71.2,2.54,9.49,No,3,C
3096,1.82,60.0,1.0,4.75,No,0,F
3097,11.29,86.4,2.68,7.75,Yes,5,B
3098,3.82,86.8,2.12,6.54,No,3,C
3099,8.59,68.2,2.84,5.96,Yes,6,B
3100,5.55,92.7,3.22,7.08,Yes,5,B
3101,9.9,87.7,3.43,6.71,Yes,5,A
3102,8.02,91.4,3.14,6.78,Yes,4,B
3103,5.68,76.7,2.69,6.65,No,5,C
3104,7.41,69.5,1.81,7.94,No,4,C
3105,13.63,87.7,3.5,6.8,Yes,7,A
3106,13.18,88.2,3.32,7.5,Yes,8,A
3107,2.58,61.5,,6.61,No,2,F
3108,8.68,85.5,2.81,3.81,Yes,4,C
3109,6.63,75.0,2.84,5.75,No,2,C
3110,1.36,62.7,1.0,4.77,No,2,F
3111,7.58,97.4,3.51,8.11,Yes,4,B
3112,1.0,40.0,2.03,5.07,Yes,0,F
3113,8.78,89.8,2.67,4.77,No,4,B
3114,6.39,86.7,2.61,5.41,Yes,3,B
3115,3.51,47.1,1.67,6.69,No,3,F
3116,6.2,64.9,2.29,7.59,No,4,C
3117,1.0,53.7,1.51,5.92,No,2,F
3118,6.14,76.9,3.02,5.66,Yes,3,B
3119,9.14,81.3,2.6,5.02,Yes,5,B
3120,11.15,96.4,3.58,7.42,Yes,5,A
3121,1.5,65.6,2.86,7.39,No,2,C
3122,1.39,40.0,1.16,4.6,No,1,F
3123,3.38,51.0,1.78,4.6,No,1,F
3124,10.15,93.1,3.39,5.54,Yes,4,B
3125,4.5,78.1,1.46,7.14,No,2,C
3126,2.91,76.1,2.33,4.09,Yes,2,C
3127,5.32,78.2,3.31,4.98,No,3,C
3128,4.82,69.5,2.74,5.09,Yes,3,F
3129,7.54,69.1,2.88,,Yes,3,B
3130,6.08,62.5,2.58,7.45,Yes,4,C
3131,7.54,88.3,3.88,6.38,Yes,4,B
3132,1.0,58.0,2.04,5.79,No,0,F
3133,10.56,90.8,4.0,8.56,No,7,A
3134,8.54,78.8,3.31,6.66,Yes,4,B
3135,7.15,73.4,2.2,7.52,Yes,3,C
3136,9.02,92.9,3.61,7.32,Yes,4,A
3137,1.5,50.8,2.35,3.5,Yes,1,C
3138,4.87,74.0,3.07,5.93,No,3,C
3139,9.44,77.8,3.25,6.31,Yes,5,B
3140,9.15,96.2,3.71,6.99,No,5,B
3141,10.04,86.5,3.22,7.37,Yes,6,B
3142,5.26,91.2,3.35,,No,3,C
3143,9.62,82.2,3.23,7.48,Yes,5,B
3144,4.23,88.5,2.85,6.06,Yes,3,B
3145,6.93,79.5,3.0,6.86,No,3,C
3146,2.4,52.5,1.18,4.49,Yes,2,F
3147,7.52,79.9,2.83,5.67,No,4,C
3148,8.23,64.3,2.65,5.91,No,2,C
3149,10.99,99.8,3.81,6.23,No,7,A
3150,4.05,58.8,1.36,6.85,No,1,F
3151,1.5,75.6,3.5,7.94,No,2,C
3152,14.83,91.7,3.43,9.52,No,7,A
3153,2.79,59.3,2.19,3.78,No,1,F
3154,5.93,68.9,1.83,5.94,No,1,C
3155,7.07,77.2,2.18,7.6,No,3,C
3156,4.3,95.0,2.71,5.94,No,3,C
3157,8.51,77.6,3.28,6.73,Yes,3,B
3158,10.75,95.7,3.86,5.99,Yes,5,A
3159,1.86,59.4,2.07,5.14,No,2,F
3160,8.82,78.4,2.73,7.33,No,4,C
3161,1.53,52.8,2.36,6.62,No,1,C
3162,9.93,96.1,2.69,8.0,Yes,5,B
3163,7.8,85.0,2.68,8.49,Yes,4,B
3164,7.83,78.7,1.97,3.5,No,2,C
3165,7.27,74.0,2.91,7.34,No,5,B
3166,6.12,90.0,3.96,7.08,Yes,3,B
3167,5.97,83.7,2.83,7.99,Yes,4,B
3168,4.89,74.7,2.53,6.13,No,3,C
3169,12.63,99.7,3.49,6.51,Yes,6,A
3170,6.53,71.1,2.13,6.84,No,4,C
3171,8.41,82.0,2.94,7.07,Yes,3,B
3172,5.91,86.0,1.5,9.5,No,2,C
3173,3.77,66.4,1.98,4.35,No,2,C
3174,3.83,58.2,2.92,,No,2,C
3175,8.55,95.3,2.74,5.33,Yes,5,B
3176,6.89,73.2,3.21,,Yes,5,B
3177,13.41,91.4,3.06,5.93,Yes,5,A
3178,5.47,55.2,1.48,7.58,Yes,3,F
3179,6.35,59.9,3.5,6.58,No,3,C
3180,4.25,52.2,1.87,5.17,No,3,F
3181,7.96,88.5,3.46,7.99,No,3,B
3182,8.74,84.3,3.1,7.48,Yes,5,B
3183,11.07,97.9,3.04,5.31,Yes,4,A
3184,2.06,62.5,2.25,5.58,No,4,C
3185,12.51,100.0,3.84,7.63,Yes,7,A
3186,6.79,78.7,3.19,7.98,Yes,5,B
3187,6.47,82.9,3.27,9.43,Yes,4,A
3188,2.15,67.0,1.89,6.45,Yes,1,F
3189,9.65,84.8,3.04,6.92,Yes,8,B
3190,2.75,89.8,2.9,5.98,Yes,2,C
3191,3.92,74.3,3.06,8.17,No,1,C
3192,9.87,92.6,3.79,8.06,Yes,3,A
3193,10.57,80.8,2.96,7.67,Yes,7,B
3194,7.9,65.1,2.76,6.29,No,4,C
3195,3.92,68.3,1.47,8.15,No,2,C
3196,7.51,90.3,2.74,6.42,Yes,4,B
3197,5.42,89.4,3.12,8.55,No,4,B
3198,11.49,96.8,3.65,6.7,No,5,A
3199,14.55,86.7,4.0,6.73,Yes,6,A
3200,5.28,72.9,2.24,7.91,No,3,C
3201,10.97,73.8,2.46,7.32,Yes,6,B
3202,3.25,54.7,2.87,6.56,No,2,C
3203,12.88,81.0,3.66,5.79,Yes,6,B
3204,8.0,63.4,2.25,7.03,No,2,C
3205,1.5,81.2,1.85,5.48,No,1,C
3206,4.89,59.0,2.46,7.27,No,3,C
3207,12.07,88.3,3.62,7.29,Yes,6,A
3208,7.76,75.4,3.17,5.56,No,4,C
3209,11.91,76.4,3.32,7.49,Yes,5,B
3210,7.26,85.8,3.35,7.01,Yes,4,B
3211,10.25,78.4,3.53,8.67,No,5,B
3212,9.08,72.2,2.73,5.43,Yes,4,B
3213,4.09,63.6,2.02,4.28,No,2,C
3214,2.93,49.6,1.69,4.28,No,3,F
3215,5.15,80.8,2.3,5.8,No,3,C
3216,8.98,88.3,2.73,6.9,Yes,4,B
3217,6.84,80.5,2.97,7.23,Yes,4,B
3218,6.25,92.3,3.22,7.87,No,4,B
3219,5.14,60.6,1.73,3.22,No,4,F
3220,10.02,80.4,3.77,7.71,Yes,4,B
3221,3.14,55.0,2.0,5.88,No,2,F
3222,4.23,74.1,1.94,6.6,No,2,C
3223,8.79,100.0,3.38,8.39,Yes,5,A
3224,9.92,100.0,4.0,6.66,Yes,6,A
3225,9.55,95.3,2.79,5.52,Yes,4,B
3226,13.79,92.7,3.94,6.56,Yes,7,A
3227,7.65,62.6,3.17,6.4,No,3,C
3228,6.7,58.3,3.16,,No,4,C
3229,5.48,73.7,2.47,5.47,Yes,4,C
3230,10.08,73.4,2.64,7.95,Yes,3,B
3231,12.58,92.1,3.62,6.74,Yes,6,A
3232,12.15,84.0,3.83,6.51,No,7,A
3233,3.01,67.7,2.04,3.66,No,4,C
3234,6.52,69.0,2.45,7.49,No,4,C
3235,7.84,67.5,3.09,6.35,No,4,B
3236,8.56,69.6,2.77,7.05,No,4,C
3237,6.42,89.2,3.11,7.71,Yes,2,B
3238,9.99,82.3,3.15,6.99,Yes,5,B
3239,6.5,70.5,2.4,4.16,No,2,C
3240,9.44,95.7,3.25,7.81,Yes,5,A
3241,4.48,80.1,3.14,8.7,No,2,C
3242,5.17,78.2,1.9,9.5,Yes,1,C
3243,8.4,78.4,3.05,5.93,Yes,5,B
3244,11.91,84.3,2.99,6.69,Yes,5,B
3245,6.6,71.7,1.91,7.54,No,2,C
3246,8.12,75.6,2.93,7.47,Yes,4,B
3247,7.38,86.5,3.5,5.69,Yes,6,B
3248,8.85,49.7,1.99,4.33,No,4,C
3249,9.27,89.7,2.68,5.9,Yes,5,B
3250,1.27,55.1,1.0,3.26,No,1,F
3251,7.05,70.7,3.75,6.87,No,3,B
3252,4.33,62.3,,6.42,No,1,F
3253,2.74,64.9,2.34,5.5,No,2,C
3254,4.92,72.1,2.74,6.02,No,2,C
3255,10.37,92.1,2.5,9.18,Yes,4,B
3256,2.84,59.9,,5.5,No,2,F
3257,7.61,56.7,2.92,6.73,No,5,C
3258,7.43,92.2,3.38,9.36,Yes,4,A
3259,7.65,77.8,3.38,6.07,No,4,B
3260,10.81,94.3,3.73,6.84,No,5,A
3261,2.77,40.0,1.52,5.69,No,1,F
3262,2.61,63.2,,,No,2,F
3263,9.06,88.4,3.09,7.81,Yes,4,B
3264,3.38,45.0,2.49,6.47,No,3,C
3265,4.83,69.8,2.51,7.67,Yes,3,C
3266,7.59,84.4,3.18,5.66,Yes,4,B
3267,1.5,77.8,2.31,6.42,No,3,C
3268,10.29,78.6,,7.12,Yes,6,B
3269,5.91,83.4,2.6,6.34,No,3,C
3270,4.93,77.9,2.45,5.7,No,3,C
3271,6.16,75.7,2.6,6.89,No,2,C
3272,6.71,83.5,3.48,6.36,No,5,B
3273,10.97,91.3,2.85,5.69,No,6,A
3274,8.79,82.0,3.93,6.36,Yes,6,A
3275,4.16,78.4,2.24,3.5,No,3,C
3276,13.53,92.8,3.26,5.55,Yes,7,A
3277,7.06,70.9,2.32,5.49,No,2,C
3278,6.2,76.0,2.53,6.88,Yes,3,B
3279,7.8,60.2,3.19,,No,4,C
3280,7.9,82.7,3.67,7.52,Yes,5,B
3281,7.56,80.3,3.28,6.41,Yes,4,B
3282,10.78,78.7,2.87,8.79,Yes,6,B
3283,4.95,78.7,3.04,5.11,No,2,C
3284,9.26,93.0,3.89,7.09,Yes,5,A
3285,4.01,65.6,2.49,5.24,No,3,C
3286,7.73,79.6,,5.31,Yes,4,B
3287,7.74,82.0,2.21,,Yes,5,B
3288,10.27,72.8,,7.48,No,4,B
3289,1.68,78.2,1.76,3.0,No,2,F
3290,13.03,83.7,3.56,7.01,Yes,7,A
3291,7.1,70.6,1.2,6.39,No,3,C
3292,5.39,71.1,3.16,8.76,No,4,C
3293,8.27,84.1,3.46,4.07,Yes,4,B
3294,9.53,71.0,3.06,5.89,Yes,4,B
3295,5.4,82.7,2.43,5.54,No,4,C
3296,10.85,90.1,2.97,6.9,Yes,5,B
3297,8.34,98.8,3.58,8.07,Yes,2,A
3298,11.79,65.6,3.5,5.63,Yes,5,B
3299,4.6,67.6,1.89,5.22,No,3,C
3300,8.97,92.8,3.51,,Yes,5,A
3301,13.79,85.3,3.25,6.69,Yes,7,B
3302,3.43,52.4,2.03,6.85,No,0,F
3303,8.47,78.9,3.06,9.18,Yes,3,B
3304,10.36,61.2,2.79,7.1,No,5,B
3305,7.86,78.7,4.0,7.02,Yes,3,B
3306,8.55,88.3,2.82,5.95,No,4,B
3307,3.85,77.9,2.8,8.02,No,2,C
3308,2.77,62.4,2.09,5.05,No,1,C
3309,3.0,46.4,1.78,5.77,No,1,F
3310,4.74,66.2,3.03,6.63,No,3,C
3311,7.93,93.4,3.77,7.01,No,5,A
3312,6.45,97.5,3.05,5.72,Yes,4,B
3313,11.03,91.0,3.86,6.86,No,7,A
3314,3.65,40.1,1.67,3.88,Yes,2,F
3315,13.92,91.1,2.83,5.5,Yes,7,B
3316,11.31,81.2,3.25,6.43,Yes,4,B
3317,10.83,91.1,3.71,8.66,No,7,A
3318,10.89,73.3,,7.23,Yes,5,B
3319,8.76,83.1,3.13,5.43,Yes,5,B
3320,2.85,47.1,2.36,5.35,No,1,F
3321,8.42,67.2,3.5,6.96,No,4,C
3322,8.35,95.4,2.72,,Yes,6,B
3323,6.05,61.4,2.7,3.85,No,1,C
3324,2.82,50.3,2.27,7.47,No,0,F
3325,7.43,78.4,2.8,7.14,No,2,B
3326,7.33,58.0,2.64,6.74,No,4,C
3327,12.24,90.4,4.0,7.39,Yes,7,A
3328,6.21,95.0,2.55,5.41,No,3,C
3329,8.86,84.7,2.57,6.46,Yes,3,B
3330,6.38,67.9,2.13,7.8,No,3,C
3331,7.85,79.6,3.01,6.06,No,2,C
3332,1.64,41.2,1.74,6.85,No,1,F
3333,8.5,78.9,3.04,7.95,Yes,3,B
3334,4.19,41.8,1.74,7.09,Yes,0,F
3335,1.1,52.3,2.24,7.85,No,2,F
3336,6.83,90.8,3.02,7.64,Yes,3,B
3337,5.99,47.7,1.5,6.99,No,3,F
3338,5.52,75.6,2.49,8.94,No,2,C
3339,4.49,85.8,2.55,6.95,Yes,2,C
3340,9.09,91.6,2.64,5.97,No,4,B
3341,6.98,67.5,1.82,9.42,No,3,C
3342,10.68,90.2,3.29,6.76,Yes,5,A
3343,8.93,98.4,3.94,7.0,Yes,6,A
3344,7.67,74.3,2.5,4.7,No,3,C
3345,5.12,92.2,2.33,6.41,No,3,C
3346,6.68,57.4,2.73,5.68,Yes,4,C
3347,6.64,86.6,2.81,5.21,Yes,3,C
3348,4.01,66.1,,8.0,Yes,0,C
3349,4.63,55.5,2.59,7.51,Yes,2,C
3350,1.0,49.1,2.23,6.85,Yes,1,F
3351,10.11,60.4,,6.43,No,4,C
3352,2.23,44.6,1.82,5.98,Yes,2,F
3353,1.5,65.6,3.16,7.72,Yes,2,C
3354,9.16,95.5,3.74,7.6,No,4,A
3355,7.69,85.6,2.42,6.92,No,4,B
3356,7.48,86.5,2.94,7.43,Yes,4,B
3357,5.37,72.0,2.37,5.18,No,3,C
3358,4.79,74.8,3.01,6.71,No,3,B
3359,3.75,57.8,2.37,4.56,No,1,F
